age,job,marital,education,default,housing,loan,y
44,admin.,divorced,high.school,no,yes,no,yes
36,admin.,married,university.degree,no,no,no,yes
45,services,married,basic.6y,no,yes,no,yes
54,housemaid,divorced,university.degree,no,yes,yes,yes
26,student,single,basic.9y,no,yes,no,yes
27,admin.,single,university.degree,no,no,no,yes
40,services,divorced,high.school,no,yes,no,yes
53,technician,married,high.school,no,yes,no,no
29,services,divorced,high.school,no,yes,no,no
29,unemployed,single,basic.4y,no,no,yes,yes
76,retired,married,basic.4y,no,yes,no,yes
31,services,married,high.school,no,no,no,no
38,entrepreneur,married,basic.9y,no,no,no,no
31,unemployed,divorced,basic.4y,no,yes,no,yes
38,blue-collar,single,basic.4y,no,yes,no,no
31,admin.,married,high.school,no,yes,no,yes
53,blue-collar,married,basic.9y,no,no,yes,yes
57,retired,married,university.degree,no,yes,yes,yes
41,management,married,basic.6y,no,yes,no,yes
56,admin.,single,university.degree,no,yes,no,yes
50,admin.,married,university.degree,no,yes,no,yes
25,admin.,single,university.degree,no,yes,no,yes
20,entrepreneur,single,high.school,no,no,no,no
36,services,married,high.school,no,no,no,no
31,blue-collar,married,basic.4y,no,no,no,yes
29,technician,single,high.school,no,no,no,no
60,retired,divorced,basic.4y,no,yes,no,yes
36,admin.,married,university.degree,no,yes,no,yes
57,blue-collar,married,basic.4y,no,no,no,no
21,student,single,high.school,no,no,no,yes
30,management,married,basic.9y,no,yes,no,no
28,self-employed,single,university.degree,no,yes,yes,yes
39,admin.,married,high.school,no,no,no,no
26,technician,single,university.degree,no,yes,no,yes
38,blue-collar,married,basic.6y,no,no,no,no
48,entrepreneur,married,university.degree,no,yes,no,yes
28,admin.,married,university.degree,no,yes,no,no
36,blue-collar,single,basic.4y,no,no,no,no
36,services,married,basic.6y,no,no,no,no
35,services,married,high.school,no,no,no,no
28,admin.,single,university.degree,no,yes,no,yes
34,unemployed,single,university.degree,no,no,no,yes
35,admin.,married,high.school,no,no,no,no
29,blue-collar,married,high.school,no,no,no,no
29,blue-collar,married,professional.course,no,no,no,no
42,admin.,married,high.school,no,no,no,no
29,admin.,married,high.school,no,yes,no,no
43,blue-collar,married,basic.6y,no,yes,no,yes
52,admin.,divorced,university.degree,no,yes,no,yes
34,admin.,married,university.degree,no,no,no,yes
34,admin.,married,university.degree,no,yes,no,no
25,blue-collar,married,basic.9y,no,yes,no,no
37,admin.,single,university.degree,no,yes,no,yes
55,blue-collar,married,basic.9y,no,no,no,yes
21,student,single,basic.9y,no,yes,no,yes
47,services,divorced,high.school,no,yes,no,no
50,entrepreneur,married,basic.9y,no,yes,no,no
60,retired,married,professional.course,no,yes,no,yes
32,blue-collar,married,basic.9y,no,yes,no,no
52,housemaid,married,basic.4y,no,no,no,no
37,services,married,high.school,no,no,no,no
26,management,single,university.degree,no,yes,no,yes
38,management,married,basic.9y,no,yes,no,yes
55,housemaid,married,basic.4y,no,yes,no,no
34,technician,single,professional.course,no,no,no,no
33,blue-collar,married,basic.6y,no,yes,no,no
35,unemployed,married,university.degree,no,no,no,no
34,blue-collar,single,basic.9y,no,no,no,no
42,housemaid,married,high.school,no,no,no,no
36,admin.,single,high.school,no,yes,no,yes
38,blue-collar,single,high.school,no,no,no,no
23,student,single,professional.course,no,yes,no,yes
28,admin.,single,high.school,no,no,no,yes
35,admin.,single,university.degree,no,no,yes,no
46,housemaid,married,basic.9y,no,yes,no,no
34,services,married,high.school,no,no,no,no
50,unemployed,married,professional.course,no,no,no,no
45,services,married,high.school,no,no,no,no
39,blue-collar,married,basic.9y,no,yes,no,no
27,admin.,single,high.school,no,no,no,yes
30,self-employed,married,basic.9y,no,no,no,no
31,admin.,single,university.degree,no,no,yes,no
51,blue-collar,married,high.school,no,no,no,no
45,self-employed,married,basic.4y,no,yes,yes,yes
49,admin.,single,high.school,no,yes,no,yes
38,technician,single,professional.course,no,no,no,no
44,admin.,married,university.degree,no,yes,no,no
30,admin.,single,university.degree,no,yes,no,yes
26,services,single,high.school,no,yes,no,yes
53,technician,divorced,high.school,no,no,no,yes
35,entrepreneur,married,high.school,no,yes,no,yes
60,retired,divorced,professional.course,no,yes,no,yes
34,blue-collar,married,basic.9y,no,no,no,no
39,admin.,married,high.school,no,yes,no,no
26,blue-collar,married,professional.course,no,no,no,yes
33,admin.,married,university.degree,no,no,no,no
32,technician,married,university.degree,no,no,yes,no
39,admin.,married,basic.4y,no,yes,no,no
41,admin.,single,university.degree,no,yes,no,no
29,self-employed,married,university.degree,no,no,no,no
70,retired,married,basic.4y,no,no,no,yes
36,blue-collar,married,basic.4y,no,yes,yes,yes
26,technician,single,university.degree,no,yes,no,yes
35,technician,married,professional.course,no,yes,no,yes
45,management,married,university.degree,no,no,no,yes
59,admin.,divorced,high.school,no,no,no,yes
46,housemaid,married,basic.4y,no,no,no,no
29,admin.,married,high.school,no,yes,no,no
26,admin.,single,high.school,no,no,no,yes
47,technician,divorced,university.degree,no,no,no,no
25,admin.,single,university.degree,no,no,yes,yes
49,housemaid,married,professional.course,no,no,no,no
30,blue-collar,married,basic.6y,no,no,no,no
77,retired,divorced,basic.4y,no,no,no,yes
84,retired,divorced,basic.4y,no,yes,yes,yes
48,admin.,divorced,high.school,no,yes,yes,yes
25,blue-collar,single,basic.4y,no,no,no,no
49,blue-collar,married,basic.6y,no,yes,no,no
35,self-employed,married,university.degree,no,yes,no,yes
60,housemaid,married,basic.4y,no,yes,yes,yes
36,blue-collar,married,high.school,no,no,no,no
23,technician,single,high.school,no,no,yes,yes
51,technician,married,professional.course,no,no,yes,yes
29,technician,married,professional.course,no,no,no,no
56,technician,married,basic.9y,no,yes,no,no
38,technician,single,university.degree,no,yes,no,yes
37,unemployed,married,professional.course,no,no,yes,no
26,student,single,high.school,no,yes,no,yes
46,admin.,married,high.school,no,yes,yes,yes
36,admin.,single,high.school,no,yes,yes,no
41,services,married,university.degree,no,yes,yes,no
46,unemployed,married,basic.9y,no,no,no,yes
33,admin.,single,high.school,no,yes,no,yes
47,management,divorced,university.degree,no,no,no,no
38,admin.,married,university.degree,no,no,no,yes
50,admin.,divorced,basic.9y,no,yes,no,no
27,blue-collar,single,basic.6y,no,no,no,no
25,services,single,high.school,no,no,yes,yes
45,blue-collar,married,basic.4y,no,yes,no,no
32,admin.,divorced,high.school,no,no,no,no
37,technician,single,university.degree,no,yes,no,yes
30,admin.,single,high.school,no,no,no,yes
57,management,married,university.degree,no,yes,no,no
57,management,divorced,university.degree,no,no,no,no
25,admin.,single,high.school,no,yes,no,yes
77,retired,married,basic.4y,no,yes,no,yes
44,services,divorced,high.school,no,yes,yes,yes
29,blue-collar,single,basic.6y,no,no,no,no
27,blue-collar,single,basic.9y,no,no,no,yes
49,technician,married,university.degree,no,no,no,no
46,admin.,married,university.degree,no,yes,no,yes
31,admin.,single,university.degree,no,yes,no,yes
30,blue-collar,married,basic.9y,no,yes,no,no
29,admin.,single,university.degree,no,no,no,no
29,admin.,single,university.degree,no,no,no,no
45,blue-collar,married,basic.9y,no,yes,no,yes
32,admin.,married,university.degree,no,yes,no,no
48,admin.,divorced,university.degree,no,yes,no,yes
36,admin.,married,high.school,no,yes,no,yes
34,blue-collar,married,basic.9y,no,no,yes,no
31,entrepreneur,single,basic.9y,no,no,no,no
34,unemployed,single,university.degree,no,yes,no,yes
32,self-employed,married,basic.9y,no,no,no,no
32,blue-collar,married,basic.4y,no,no,no,no
36,admin.,married,high.school,no,no,no,no
33,management,married,university.degree,no,yes,no,no
51,admin.,divorced,high.school,no,yes,no,yes
83,retired,married,university.degree,no,no,no,yes
33,services,married,high.school,no,no,yes,yes
46,management,married,basic.9y,no,yes,no,no
41,admin.,married,high.school,no,no,no,no
50,blue-collar,divorced,professional.course,no,yes,no,yes
52,blue-collar,married,basic.4y,no,yes,no,no
33,self-employed,single,university.degree,no,yes,no,no
30,self-employed,single,university.degree,no,yes,no,yes
26,student,single,high.school,no,yes,no,yes
56,admin.,married,basic.9y,no,yes,no,no
35,blue-collar,married,professional.course,no,no,no,no
40,management,married,university.degree,no,no,yes,no
29,admin.,single,high.school,no,yes,no,yes
29,admin.,single,high.school,no,yes,no,no
48,admin.,divorced,high.school,no,no,yes,no
45,services,married,professional.course,no,yes,no,no
29,blue-collar,married,basic.6y,no,no,yes,no
40,blue-collar,married,basic.6y,no,yes,no,no
35,services,married,high.school,no,no,no,no
35,services,married,high.school,no,yes,no,no
35,admin.,married,high.school,no,yes,no,no
36,blue-collar,married,basic.9y,no,yes,yes,no
43,entrepreneur,married,university.degree,no,no,yes,no
33,blue-collar,married,basic.6y,no,no,no,yes
33,technician,married,professional.course,no,yes,no,no
36,admin.,married,university.degree,no,yes,no,yes
40,admin.,married,high.school,no,yes,yes,no
59,retired,divorced,professional.course,no,no,no,no
52,blue-collar,divorced,basic.4y,no,no,no,yes
39,services,divorced,high.school,no,yes,no,no
33,self-employed,married,university.degree,no,yes,no,no
42,management,married,university.degree,no,yes,no,yes
36,technician,divorced,professional.course,no,yes,no,no
51,admin.,single,high.school,no,yes,no,yes
32,admin.,single,university.degree,no,yes,no,yes
34,blue-collar,married,basic.4y,no,yes,no,no
57,self-employed,married,university.degree,no,yes,no,yes
31,admin.,divorced,high.school,no,no,no,no
32,blue-collar,divorced,basic.9y,no,no,no,no
48,entrepreneur,married,university.degree,no,no,no,yes
46,blue-collar,divorced,basic.6y,no,no,no,no
49,blue-collar,married,basic.6y,no,yes,no,no
29,admin.,single,university.degree,no,yes,yes,no
31,admin.,single,university.degree,no,yes,no,no
32,admin.,married,university.degree,no,yes,no,yes
36,technician,married,university.degree,no,yes,no,yes
25,technician,single,professional.course,no,yes,no,no
32,management,single,university.degree,no,no,no,no
33,management,single,university.degree,no,no,yes,no
31,technician,divorced,professional.course,no,yes,no,yes
34,management,married,high.school,no,yes,no,yes
28,admin.,single,high.school,no,yes,no,no
47,technician,divorced,high.school,no,yes,no,yes
26,admin.,single,university.degree,no,no,no,yes
28,admin.,single,high.school,no,no,no,no
27,blue-collar,married,basic.4y,no,yes,no,no
32,admin.,married,high.school,no,yes,no,yes
39,technician,married,professional.course,no,no,no,no
28,admin.,single,university.degree,no,no,no,yes
39,services,married,basic.4y,no,no,no,no
22,admin.,single,university.degree,no,yes,no,yes
36,admin.,married,university.degree,no,yes,no,no
50,technician,married,professional.course,no,no,no,no
46,management,married,university.degree,no,no,no,no
53,self-employed,married,university.degree,no,no,yes,no
41,blue-collar,married,basic.9y,no,no,no,yes
36,admin.,married,university.degree,no,yes,yes,yes
27,student,single,basic.9y,no,yes,yes,yes
40,entrepreneur,married,basic.9y,no,yes,no,no
34,admin.,married,university.degree,no,no,no,yes
25,services,single,high.school,no,yes,no,yes
80,retired,married,basic.4y,no,yes,no,yes
25,services,divorced,high.school,no,yes,yes,no
36,admin.,single,university.degree,no,yes,yes,yes
43,admin.,divorced,high.school,no,yes,no,no
38,admin.,single,university.degree,no,yes,no,no
33,admin.,single,university.degree,no,yes,no,yes
40,admin.,divorced,professional.course,no,no,no,no
35,management,married,university.degree,no,no,no,no
33,blue-collar,single,basic.4y,no,no,no,no
48,technician,married,high.school,no,no,no,no
28,admin.,single,high.school,no,no,no,yes
55,management,married,university.degree,no,yes,no,yes
51,admin.,married,university.degree,no,yes,no,yes
34,technician,single,university.degree,no,no,no,yes
33,admin.,single,university.degree,no,yes,no,yes
29,technician,single,university.degree,no,no,no,no
31,admin.,married,university.degree,no,no,no,yes
47,housemaid,single,professional.course,no,yes,no,yes
34,admin.,single,university.degree,no,no,no,yes
48,admin.,single,university.degree,no,yes,no,no
71,retired,married,high.school,no,no,no,yes
33,services,single,high.school,no,no,no,yes
37,self-employed,married,professional.course,no,no,no,yes
52,management,married,professional.course,no,yes,no,no
29,admin.,single,high.school,no,no,no,no
34,admin.,single,high.school,no,yes,yes,no
34,services,married,high.school,no,no,no,yes
45,blue-collar,divorced,basic.9y,no,yes,no,no
35,services,divorced,high.school,no,yes,no,no
38,management,married,high.school,no,no,no,no
39,blue-collar,married,basic.6y,no,no,no,no
35,admin.,single,university.degree,no,no,no,yes
42,technician,married,high.school,no,yes,no,yes
41,blue-collar,divorced,basic.6y,no,yes,yes,no
40,admin.,married,university.degree,no,yes,no,no
39,blue-collar,married,basic.9y,no,no,no,no
50,technician,married,professional.course,no,no,no,no
30,admin.,married,high.school,no,yes,no,no
38,admin.,single,professional.course,no,no,no,no
39,housemaid,married,high.school,no,yes,no,no
37,entrepreneur,divorced,high.school,no,yes,no,yes
35,services,married,high.school,no,no,no,no
51,admin.,married,basic.9y,no,yes,no,no
38,technician,married,professional.course,no,no,yes,yes
19,student,single,basic.6y,no,yes,yes,yes
26,admin.,single,high.school,no,no,no,yes
38,technician,married,professional.course,no,no,no,no
31,technician,single,high.school,no,yes,yes,yes
38,admin.,divorced,university.degree,no,yes,no,yes
39,blue-collar,married,basic.9y,no,yes,yes,no
37,admin.,married,university.degree,no,no,no,yes
64,housemaid,married,basic.4y,no,yes,yes,yes
29,management,single,university.degree,no,yes,yes,no
51,blue-collar,married,basic.4y,no,yes,no,no
35,admin.,married,basic.9y,no,no,yes,yes
60,admin.,divorced,professional.course,no,yes,no,yes
44,admin.,married,university.degree,no,yes,no,yes
41,admin.,married,university.degree,no,yes,no,no
51,services,married,basic.6y,no,no,no,yes
38,admin.,married,high.school,no,yes,yes,yes
41,admin.,single,high.school,no,no,yes,no
55,services,married,high.school,no,yes,yes,yes
34,blue-collar,married,basic.6y,no,yes,no,yes
52,technician,married,basic.6y,no,yes,no,yes
42,self-employed,married,university.degree,no,no,no,yes
35,admin.,married,high.school,no,no,no,yes
57,management,married,basic.9y,no,no,no,no
31,admin.,single,university.degree,no,no,no,no
58,retired,married,university.degree,no,no,no,no
54,management,married,university.degree,no,yes,no,no
28,admin.,married,university.degree,no,no,no,no
60,entrepreneur,married,basic.4y,no,yes,no,no
28,services,single,basic.9y,no,yes,no,no
50,self-employed,married,university.degree,no,yes,yes,no
36,blue-collar,married,basic.4y,no,yes,no,no
36,blue-collar,married,basic.9y,no,no,no,no
25,blue-collar,single,basic.6y,no,no,no,yes
70,retired,divorced,basic.4y,no,yes,no,yes
42,admin.,divorced,university.degree,no,no,no,no
55,retired,divorced,professional.course,no,no,yes,no
36,blue-collar,married,basic.9y,no,no,no,no
43,entrepreneur,married,university.degree,no,no,no,no
29,blue-collar,single,basic.9y,no,yes,no,no
37,self-employed,divorced,university.degree,no,yes,no,no
57,admin.,single,high.school,no,yes,no,yes
31,blue-collar,married,basic.9y,no,yes,yes,no
37,admin.,married,high.school,no,no,no,yes
37,admin.,married,high.school,no,yes,yes,no
56,entrepreneur,married,university.degree,no,no,yes,yes
52,retired,divorced,university.degree,no,yes,yes,yes
36,blue-collar,single,basic.6y,no,no,no,yes
42,entrepreneur,single,university.degree,no,yes,no,no
47,management,married,university.degree,no,no,no,no
38,services,married,high.school,no,yes,no,yes
39,technician,divorced,high.school,no,no,no,yes
35,admin.,married,high.school,no,yes,no,no
37,technician,single,university.degree,no,no,no,no
41,blue-collar,married,basic.9y,no,no,no,no
29,management,single,basic.9y,no,no,yes,yes
25,services,divorced,high.school,no,yes,yes,yes
69,entrepreneur,married,high.school,no,no,no,yes
33,technician,married,professional.course,no,no,no,yes
46,admin.,married,university.degree,no,no,no,no
53,retired,divorced,high.school,no,yes,no,no
44,services,married,high.school,no,yes,no,yes
34,admin.,single,high.school,no,yes,yes,yes
31,blue-collar,married,basic.6y,no,yes,no,no
57,retired,married,university.degree,no,yes,no,no
38,technician,married,professional.course,no,yes,no,yes
50,entrepreneur,divorced,university.degree,no,yes,no,yes
33,technician,divorced,high.school,no,no,no,no
38,blue-collar,single,basic.9y,no,no,no,no
55,management,married,university.degree,no,yes,yes,no
47,blue-collar,married,basic.6y,no,yes,yes,no
30,management,married,university.degree,no,yes,no,no
37,technician,married,professional.course,no,yes,no,yes
39,blue-collar,married,basic.9y,no,no,no,no
31,blue-collar,single,basic.9y,no,no,no,no
52,admin.,married,university.degree,no,no,no,yes
44,admin.,single,basic.9y,no,yes,yes,yes
29,services,single,high.school,no,no,no,no
35,technician,single,professional.course,no,no,no,yes
21,student,single,high.school,no,no,no,yes
25,admin.,single,high.school,no,yes,no,yes
36,management,married,university.degree,no,no,no,yes
67,retired,married,professional.course,no,yes,no,yes
29,admin.,married,high.school,no,yes,no,yes
52,technician,married,professional.course,no,no,no,no
24,blue-collar,single,high.school,no,yes,no,yes
56,retired,married,basic.4y,no,no,no,yes
28,technician,single,professional.course,no,yes,yes,yes
37,admin.,married,university.degree,no,yes,no,no
35,admin.,married,university.degree,no,no,no,no
58,admin.,married,university.degree,no,yes,yes,yes
29,admin.,married,basic.9y,no,yes,no,no
38,entrepreneur,married,basic.9y,no,no,no,no
48,blue-collar,married,basic.9y,no,no,no,yes
26,unemployed,single,university.degree,no,yes,no,yes
30,services,single,high.school,no,yes,no,no
42,admin.,married,high.school,no,no,no,no
25,admin.,single,high.school,no,no,no,no
38,services,married,high.school,no,no,no,yes
41,admin.,divorced,high.school,no,yes,no,yes
28,entrepreneur,married,basic.9y,no,no,no,yes
38,technician,married,professional.course,no,no,yes,yes
35,technician,married,professional.course,no,yes,yes,no
38,blue-collar,single,high.school,no,no,no,no
36,entrepreneur,married,university.degree,no,yes,no,no
41,self-employed,divorced,professional.course,no,no,no,yes
38,technician,married,basic.9y,no,yes,no,no
37,self-employed,married,professional.course,no,yes,yes,yes
49,admin.,married,university.degree,no,yes,no,no
41,blue-collar,married,basic.9y,no,no,no,yes
28,unemployed,married,professional.course,no,no,no,yes
24,services,single,high.school,no,no,no,no
29,admin.,single,university.degree,no,yes,no,yes
31,management,married,university.degree,no,yes,no,yes
37,admin.,married,university.degree,no,yes,no,yes
44,admin.,married,high.school,no,yes,no,no
36,blue-collar,married,basic.9y,no,no,no,no
53,retired,single,basic.4y,no,yes,no,yes
37,services,married,high.school,no,yes,no,no
32,services,married,high.school,no,no,no,no
35,blue-collar,married,basic.4y,no,no,no,no
35,blue-collar,married,basic.9y,no,yes,no,no
32,admin.,married,university.degree,no,yes,yes,yes
33,admin.,married,university.degree,no,yes,no,yes
27,admin.,single,university.degree,no,no,no,yes
26,blue-collar,married,basic.9y,no,yes,no,no
33,blue-collar,married,basic.9y,no,no,no,no
27,blue-collar,married,basic.9y,no,yes,yes,no
42,admin.,divorced,high.school,no,yes,no,no
32,admin.,single,university.degree,no,yes,no,yes
32,services,single,high.school,no,no,no,no
40,services,single,high.school,no,yes,yes,no
25,admin.,single,university.degree,no,no,no,yes
39,unemployed,married,high.school,no,yes,no,no
28,blue-collar,married,basic.6y,no,no,no,no
58,management,divorced,university.degree,no,no,no,yes
53,entrepreneur,married,basic.4y,no,yes,yes,yes
39,unemployed,married,high.school,no,no,yes,no
52,admin.,divorced,university.degree,no,no,no,no
27,admin.,married,university.degree,no,yes,no,no
39,blue-collar,married,basic.6y,no,no,no,no
31,technician,single,university.degree,no,no,no,no
29,technician,single,university.degree,no,yes,no,yes
33,admin.,married,high.school,no,yes,no,no
36,technician,married,professional.course,no,no,no,no
29,services,single,high.school,no,yes,no,yes
36,technician,married,university.degree,no,no,no,yes
48,admin.,married,basic.6y,no,yes,no,yes
36,admin.,married,high.school,no,yes,no,yes
32,admin.,single,university.degree,no,no,no,yes
34,services,married,basic.9y,no,no,no,yes
43,blue-collar,married,high.school,no,yes,no,no
35,admin.,single,university.degree,no,yes,yes,no
30,blue-collar,married,basic.9y,no,yes,no,no
30,blue-collar,married,basic.9y,no,no,no,yes
44,blue-collar,married,basic.6y,no,no,no,yes
35,management,married,university.degree,no,no,no,yes
62,retired,married,professional.course,no,yes,no,yes
39,blue-collar,married,basic.6y,no,no,no,no
30,self-employed,single,university.degree,no,yes,no,yes
39,blue-collar,married,basic.9y,no,yes,no,no
35,blue-collar,married,basic.4y,no,no,no,no
37,admin.,married,high.school,no,no,no,yes
36,self-employed,married,basic.9y,no,yes,yes,no
36,technician,single,professional.course,no,no,no,yes
47,admin.,divorced,university.degree,no,no,no,no
27,admin.,single,university.degree,no,yes,no,yes
36,management,divorced,university.degree,no,yes,no,yes
33,management,single,university.degree,no,no,no,no
45,blue-collar,married,basic.6y,no,no,no,yes
42,management,married,university.degree,no,no,no,no
51,blue-collar,divorced,basic.4y,no,yes,no,no
39,admin.,married,university.degree,no,no,no,no
34,admin.,single,university.degree,no,no,no,yes
42,blue-collar,married,basic.6y,no,no,no,no
59,management,married,university.degree,no,no,no,no
37,self-employed,married,high.school,no,no,yes,no
38,technician,married,high.school,no,yes,no,yes
56,admin.,married,university.degree,no,no,no,no
75,retired,married,basic.4y,no,no,no,yes
48,services,married,high.school,no,no,no,no
28,admin.,single,university.degree,no,no,no,yes
27,admin.,single,university.degree,no,yes,no,yes
28,student,single,high.school,no,yes,no,yes
38,technician,married,professional.course,no,no,yes,yes
31,blue-collar,married,basic.9y,no,no,no,no
24,technician,single,university.degree,no,yes,no,yes
36,services,married,basic.9y,no,yes,no,yes
33,unemployed,married,high.school,no,yes,yes,yes
43,admin.,married,basic.9y,no,no,no,no
32,services,married,high.school,no,yes,no,no
47,services,divorced,high.school,no,yes,no,no
56,retired,married,university.degree,no,no,no,yes
26,unemployed,single,professional.course,no,no,no,no
38,management,married,university.degree,no,yes,no,yes
31,blue-collar,divorced,basic.6y,no,yes,no,no
38,technician,single,university.degree,no,no,yes,no
79,retired,married,basic.9y,no,no,no,yes
29,admin.,married,university.degree,no,yes,yes,yes
31,admin.,single,high.school,no,no,no,yes
33,technician,married,professional.course,no,no,yes,yes
38,admin.,married,professional.course,no,no,no,no
33,admin.,single,university.degree,no,yes,no,yes
47,management,married,university.degree,no,yes,yes,no
60,management,married,university.degree,no,no,no,no
38,blue-collar,married,basic.9y,no,yes,yes,no
29,admin.,single,university.degree,no,yes,no,yes
33,housemaid,married,university.degree,no,no,no,yes
54,housemaid,married,basic.4y,no,no,no,no
34,admin.,married,high.school,no,no,no,no
30,blue-collar,divorced,basic.9y,no,no,no,no
33,technician,single,high.school,no,no,yes,no
31,services,married,high.school,no,yes,no,no
36,technician,married,university.degree,no,no,no,no
49,services,married,high.school,no,yes,yes,no
35,blue-collar,married,basic.6y,no,yes,yes,no
30,self-employed,married,university.degree,no,yes,no,yes
33,blue-collar,married,high.school,no,no,no,no
30,services,single,high.school,no,yes,no,no
34,management,divorced,university.degree,no,yes,yes,yes
50,admin.,married,basic.9y,no,no,no,no
25,technician,single,professional.course,no,yes,no,yes
69,retired,married,high.school,no,no,no,yes
39,technician,married,university.degree,no,yes,no,yes
35,admin.,married,university.degree,no,no,no,yes
31,services,married,high.school,no,no,no,yes
36,admin.,married,university.degree,no,yes,no,no
38,technician,single,university.degree,no,no,no,yes
38,admin.,single,university.degree,no,yes,no,yes
49,blue-collar,married,basic.9y,no,yes,no,no
30,admin.,single,university.degree,no,no,no,yes
40,technician,married,professional.course,no,yes,no,no
31,technician,single,professional.course,no,no,no,yes
40,services,married,high.school,no,no,no,no
41,services,married,high.school,no,no,no,yes
35,admin.,married,university.degree,no,no,no,yes
31,admin.,single,high.school,no,yes,yes,no
74,retired,married,university.degree,no,yes,yes,yes
55,admin.,married,high.school,no,yes,no,no
38,technician,single,professional.course,no,no,no,no
46,management,married,university.degree,no,yes,no,no
61,management,married,university.degree,no,yes,no,yes
41,blue-collar,married,basic.4y,no,yes,no,no
38,technician,single,university.degree,no,no,no,no
27,admin.,single,basic.9y,no,yes,no,no
40,admin.,married,high.school,no,no,yes,yes
40,technician,married,professional.course,no,no,no,no
30,services,divorced,basic.9y,no,no,no,yes
43,services,married,high.school,no,yes,yes,yes
45,blue-collar,married,basic.4y,no,no,no,no
35,technician,married,professional.course,no,no,no,no
35,services,married,high.school,no,yes,no,no
28,services,single,basic.6y,no,no,no,yes
53,technician,married,professional.course,no,no,no,no
28,services,single,high.school,no,no,no,no
51,management,married,university.degree,no,yes,no,no
79,retired,married,basic.4y,no,no,yes,yes
25,management,single,basic.4y,no,no,no,no
28,student,single,basic.9y,no,yes,no,yes
37,technician,married,professional.course,no,yes,no,no
33,admin.,married,professional.course,no,yes,yes,no
34,admin.,married,university.degree,no,yes,yes,yes
41,blue-collar,married,professional.course,no,no,no,no
33,blue-collar,married,basic.9y,no,yes,no,yes
52,blue-collar,married,basic.9y,no,yes,no,no
41,blue-collar,married,professional.course,no,no,no,no
32,technician,single,university.degree,no,no,no,yes
41,blue-collar,married,basic.9y,no,no,no,no
31,unemployed,married,professional.course,no,yes,no,no
35,admin.,married,university.degree,no,yes,no,yes
45,admin.,married,university.degree,no,no,no,no
32,admin.,single,university.degree,no,yes,yes,no
36,technician,married,professional.course,no,yes,no,no
29,student,single,university.degree,no,yes,no,yes
30,services,single,basic.9y,no,no,no,no
37,technician,married,professional.course,no,yes,no,yes
63,retired,married,basic.4y,no,yes,no,yes
31,blue-collar,married,basic.9y,no,yes,no,no
44,management,divorced,university.degree,no,yes,no,no
38,admin.,married,university.degree,no,yes,no,no
33,management,single,university.degree,no,no,no,no
51,self-employed,single,university.degree,no,yes,no,no
38,admin.,single,university.degree,no,yes,yes,yes
23,student,single,basic.9y,no,yes,no,yes
42,technician,married,university.degree,no,no,no,no
29,admin.,single,high.school,no,no,no,no
26,admin.,married,basic.9y,no,yes,no,no
34,blue-collar,single,basic.9y,no,no,no,no
52,admin.,married,university.degree,no,yes,yes,yes
32,blue-collar,single,high.school,no,no,no,yes
29,technician,married,university.degree,no,yes,no,yes
28,admin.,single,university.degree,no,no,no,no
46,unemployed,single,university.degree,no,no,no,yes
56,retired,married,basic.4y,no,no,no,no
30,blue-collar,single,basic.9y,no,yes,yes,no
46,admin.,married,high.school,no,yes,no,yes
38,admin.,single,university.degree,no,yes,no,no
30,services,single,high.school,no,no,no,yes
32,services,single,university.degree,no,yes,no,yes
39,services,divorced,basic.9y,no,yes,no,no
59,retired,divorced,basic.4y,no,no,yes,yes
54,management,single,basic.9y,no,yes,no,no
28,blue-collar,single,basic.9y,no,no,no,no
27,services,married,basic.9y,no,yes,no,no
37,admin.,divorced,high.school,no,yes,no,yes
52,retired,married,basic.4y,no,no,no,yes
41,admin.,single,high.school,no,yes,no,yes
34,services,single,basic.9y,no,no,no,no
39,admin.,married,university.degree,no,no,no,yes
40,blue-collar,married,high.school,no,no,no,no
50,blue-collar,married,basic.6y,no,no,no,no
51,services,married,basic.6y,no,yes,no,no
50,blue-collar,married,basic.4y,no,yes,no,yes
30,blue-collar,single,basic.9y,no,yes,no,no
29,services,divorced,high.school,no,yes,no,no
40,admin.,married,high.school,no,no,no,no
46,technician,married,professional.course,no,yes,no,yes
32,blue-collar,married,basic.9y,no,no,no,yes
32,technician,married,professional.course,no,yes,no,yes
52,admin.,married,professional.course,no,yes,yes,yes
44,services,divorced,high.school,no,yes,yes,yes
40,technician,married,professional.course,no,yes,no,no
65,retired,single,university.degree,no,no,no,yes
63,housemaid,married,basic.4y,no,no,no,yes
61,retired,married,basic.4y,no,yes,yes,yes
43,entrepreneur,married,basic.4y,no,no,no,no
48,blue-collar,divorced,professional.course,no,yes,no,no
29,services,married,high.school,no,no,no,no
48,admin.,married,university.degree,no,yes,yes,yes
35,services,married,high.school,no,yes,no,yes
54,admin.,married,university.degree,no,no,yes,yes
39,blue-collar,divorced,basic.9y,no,yes,no,no
32,admin.,married,university.degree,no,yes,no,yes
50,technician,married,high.school,no,no,no,no
49,self-employed,single,basic.9y,no,no,no,no
33,technician,married,high.school,no,no,no,no
81,retired,married,basic.4y,no,no,no,yes
29,technician,married,high.school,no,no,no,yes
24,student,married,university.degree,no,no,no,no
49,admin.,single,university.degree,no,no,no,no
65,retired,married,basic.4y,no,no,no,yes
36,services,married,high.school,no,yes,no,no
26,admin.,single,high.school,no,no,no,yes
33,admin.,single,university.degree,no,no,no,yes
